Timestamp (mm:ss.SSS),ECG Value
06:48.012,1225.250
06:48.011,1977.000
06:48.007,1254.500
06:48.006,2037.500
06:48.002,1208.500
06:48.001,2094.750
06:47.997,1165.500
06:47.996,2109.750
06:47.992,1146.250
06:47.991,2071.250
06:47.987,1140.000
06:47.986,2002.000
06:47.982,1100.750
06:47.981,2041.750
06:47.977,1051.250
06:47.976,2088.250
06:47.972,1066.250
06:47.971,2118.000
06:47.967,1109.750
06:47.966,2117.000
06:47.962,1156.250
06:47.961,2100.750
06:47.957,1174.000
06:47.956,2048.750
06:47.952,1168.750
06:47.951,2077.250
06:47.947,1196.000
06:47.946,2119.000
06:47.942,1218.500
06:47.941,2127.500
06:47.937,1229.250
06:47.936,2127.500
06:47.932,1251.000
06:47.931,2132.750
06:47.927,1317.500
06:47.926,2122.000
06:47.922,1352.500
06:47.921,2115.000
06:47.917,1294.000
06:47.916,2108.500
06:47.912,1289.250
06:47.911,2116.250
06:47.907,1279.250
06:47.906,2095.500
06:47.902,1318.750
06:47.901,2078.000
06:47.897,1385.500
06:47.896,2127.000
06:47.892,1468.000
06:47.891,2142.000
06:47.887,1502.250
06:47.886,2092.250
06:47.882,1511.250
06:47.881,2024.000
06:47.877,1494.750
06:47.876,2047.750
06:47.872,1437.250
06:47.871,2120.000
06:47.867,1420.500
06:47.866,2139.500
06:47.862,1478.000
06:47.861,2072.750
06:47.857,1536.750
06:47.856,1983.750
06:47.852,1596.500
06:47.851,1984.750
06:47.847,1652.000
06:47.846,2037.500
06:47.842,1724.750
06:47.841,2056.500
06:47.837,1681.750
06:47.836,2039.750
06:47.832,1523.750
06:47.831,2024.000
06:47.827,1463.000
06:47.826,2034.000
06:47.822,1511.750
06:47.821,2025.000
06:47.817,1593.750
06:47.816,2017.750
06:47.812,1647.750
06:47.811,1997.500
06:47.807,1641.500
06:47.806,2011.750
06:47.802,1664.500
06:47.801,2002.250
06:47.797,1693.750
06:47.796,1985.000
06:47.792,1704.000
06:47.791,1978.250
06:47.787,1672.500
06:47.786,1986.000
06:47.782,1657.000
06:47.781,1938.750
06:47.777,1677.750
06:47.776,1939.000
06:47.772,1740.750
06:47.771,1949.750
06:47.767,1818.250
06:47.766,1880.500
06:47.762,1872.250
06:47.761,1775.500
06:47.757,1939.000
06:47.756,1699.000
06:47.752,1977.000
06:47.751,1693.500
06:47.747,1931.500
06:47.746,1718.750
06:47.742,1873.750
06:47.741,1720.000
06:47.737,1897.750
06:47.736,1758.500
06:47.732,1858.500
06:47.731,1941.250
06:47.727,1872.500
06:47.726,2159.500
06:47.722,1957.750
06:47.721,2593.500
06:47.717,1957.500
06:47.716,3128.500
06:47.712,1891.750
06:47.711,3482.500
06:47.707,1895.500
06:47.706,2922.500
06:47.702,1979.750
06:47.701,2231.750
06:47.697,2036.500
06:47.696,1778.250
06:47.692,2089.250
06:47.691,1585.250
06:47.687,2097.500
06:47.686,1589.000
06:47.682,2082.000
06:47.681,1747.000
06:47.677,2064.500
06:47.676,1907.000
06:47.672,2025.500
06:47.671,1921.250
06:47.667,1997.750
06:47.666,1881.250
06:47.662,2015.750
06:47.661,1894.750
06:47.657,2094.750
06:47.656,1949.500
06:47.652,2063.000
06:47.651,1928.750
06:47.647,1990.750
06:47.646,1884.000
06:47.642,2088.500
06:47.641,1868.500
06:47.637,2324.750
06:47.636,1876.500
06:47.632,2670.000
06:47.631,1895.500
06:47.627,3240.750
06:47.626,1873.500
06:47.622,4054.250
06:47.621,1842.500
06:47.617,4095.000
06:47.616,1885.750
06:47.612,3337.750
06:47.611,1890.500
06:47.607,2615.750
06:47.606,1906.000
06:47.602,2230.500
06:47.601,1890.250
06:47.597,2118.000
06:47.596,1881.750
06:47.592,2149.500
06:47.591,1888.250
06:47.586,1940.500
06:47.581,1982.750
06:47.576,2010.500
06:38.085,1912.750
06:38.080,1717.000
06:38.075,1503.250
06:38.070,1551.750
06:38.067,1879.000
06:38.065,1735.500
06:38.062,1912.500
06:38.060,1818.000
06:38.057,1863.000
06:38.055,1655.250
06:38.052,1808.000
06:38.050,1524.750
06:38.047,1796.500
06:38.045,1566.750
06:38.042,1828.000
06:38.040,1593.500
06:38.037,1876.750
06:38.035,1524.000
06:38.032,1888.500
06:38.030,1653.250
06:38.027,1875.500
06:38.025,1815.750
06:38.022,1895.250
06:38.020,1654.500
06:38.017,1935.250
06:38.015,1535.750
06:38.012,1958.000
06:38.010,1606.500
06:38.007,1970.750
06:38.005,1648.000
06:38.002,1976.750
06:38.000,1622.750
06:37.997,1962.250
06:37.995,1545.500
06:37.992,1957.250
06:37.990,1424.000
06:37.987,1958.000
06:37.985,1489.000
06:37.982,1952.250
06:37.980,1692.500
06:37.977,1958.500
06:37.975,1873.000
06:37.972,1981.500
06:37.970,1787.000
06:37.967,1988.500
06:37.965,1485.500
06:37.962,1961.750
06:37.960,1301.250
06:37.957,1929.000
06:37.955,1566.500
06:37.952,1966.250
06:37.950,1831.000
06:37.947,1997.750
06:37.945,1723.000
06:37.942,1993.750
06:37.940,1456.500
06:37.937,1944.000
06:37.935,1419.250
06:37.932,1855.250
06:37.930,1572.500
06:37.927,1874.750
06:37.925,1578.750
06:37.922,1907.250
06:37.920,1678.500
06:37.917,1924.750
06:37.915,1735.750
06:37.912,1931.750
06:37.910,1579.500
06:37.907,1901.500
06:37.905,1407.500
06:37.902,1914.000
06:37.900,1383.750
06:37.897,1886.750
06:37.895,1523.250
06:37.892,1863.250
06:37.890,1581.000
06:37.887,1923.000
06:37.885,1600.750
06:37.882,1973.750
06:37.880,1549.250
06:37.877,1992.250
06:37.875,1590.250
06:37.872,1912.750
06:37.870,1582.750
06:37.867,1799.500
06:37.865,1505.000
06:37.862,1774.750
06:37.860,1576.000
06:37.857,1855.750
06:37.855,1553.000
06:37.852,1890.500
06:37.850,1549.000
06:37.847,1830.250
06:37.845,1490.500
06:37.842,1770.500
06:37.840,1608.750
06:37.837,1733.500
06:37.835,1415.750
06:37.832,1726.250
06:37.830,1207.750
06:37.827,1666.250
06:37.825,1457.750
06:37.822,1592.500
06:37.820,1694.750
06:37.817,1728.750
06:37.815,1653.500
06:37.812,2001.000
06:37.810,1467.500
06:37.807,2415.250
06:37.805,1571.750
06:37.802,2987.000
06:37.800,1661.250
06:37.797,3414.000
06:37.795,1527.500
06:37.792,3160.500
06:37.790,1445.250
06:37.787,2425.750
06:37.785,1602.500
06:37.782,1867.000
06:37.780,1750.000
06:37.777,1503.750
06:37.775,1799.750
06:37.772,1417.250
06:37.770,1735.000
06:37.767,1577.000
06:37.765,1742.500
06:37.762,1808.000
06:37.760,1716.000
06:37.757,1887.250
06:37.755,1742.250
06:37.752,1900.500
06:37.750,1398.500
06:37.747,1899.250
06:37.745,1318.000
06:37.742,1919.750
06:37.740,1573.250
06:37.737,1950.250
06:37.735,1570.500
06:37.732,1953.000
06:37.730,1495.750
06:37.727,1918.500
06:37.725,1584.250
06:37.722,1865.000
06:37.720,1794.500
06:37.717,1847.000
06:37.715,1911.500
06:37.712,1833.250
06:37.710,1722.000
06:37.707,1856.250
06:37.705,1453.500
06:37.702,1859.500
06:37.700,1183.000
06:37.697,1866.000
06:37.695,1363.250
06:37.692,1853.250
06:37.690,1502.750
06:37.687,1851.750
06:37.685,1507.750
06:37.682,1870.250
06:37.680,1531.500
06:37.677,1921.750
06:37.675,1599.250
06:37.672,1958.250
06:37.670,1569.000
06:37.667,1979.750
06:37.665,1672.500
06:37.662,2036.500
06:37.660,1742.750
06:37.657,2087.250
06:37.655,1482.250
06:37.652,2108.500
06:37.650,1193.750
06:37.647,2093.750
06:37.645,1313.250
06:37.642,2037.750
06:37.640,1524.500
06:37.637,2006.500
06:37.635,1535.250
06:37.632,1999.750
06:37.630,1495.000
06:37.627,2009.000
06:37.625,1444.750
06:37.622,2008.250
06:37.620,1283.250
06:37.617,2001.250
06:37.615,1430.500
06:37.612,1995.000
06:37.610,1628.750
06:37.607,1971.250
06:37.605,1521.750
06:37.602,1945.000
06:37.600,1324.750
06:37.597,1952.000
06:37.595,1470.500
06:37.592,1985.000
06:37.590,1514.250
06:37.587,1962.500
06:37.582,1925.500
06:37.577,1904.500
06:37.572,1857.250
06:28.081,2148.000
06:28.076,2136.500
06:28.071,1930.250
06:28.066,1778.000
06:28.066,1872.250
06:28.061,1767.500
06:28.061,1985.500
06:28.056,1796.000
06:28.056,2056.750
06:28.051,1875.000
06:28.051,2079.250
06:28.046,1910.000
06:28.046,2066.250
06:28.041,1910.000
06:28.041,2023.750
06:28.036,1919.000
06:28.036,2084.500
06:28.031,1910.250
06:28.031,2141.000
06:28.026,1959.500
06:28.026,2188.500
06:28.021,2034.500
06:28.021,2177.500
06:28.016,2052.750
06:28.016,2140.000
06:28.011,2041.750
06:28.011,2182.750
06:28.006,1975.750
06:28.006,2096.000
06:28.001,1956.750
06:28.001,2045.500
06:27.996,1966.250
06:27.996,2199.750
06:27.991,1969.000
06:27.991,2286.250
06:27.986,1912.250
06:27.986,2178.250
06:27.981,1823.750
06:27.981,2110.250
06:27.976,1782.000
06:27.976,2059.250
06:27.971,1776.000
06:27.971,2195.000
06:27.966,1847.000
06:27.966,2146.250
06:27.961,1865.250
06:27.961,1863.000
06:27.956,1848.500
06:27.956,2020.250
06:27.951,1845.750
06:27.951,2164.000
06:27.946,1870.000
06:27.946,2103.000
06:27.941,1888.250
06:27.941,1950.500
06:27.936,1905.000
06:27.936,2044.500
06:27.931,1879.000
06:27.931,2201.500
06:27.926,1772.750
06:27.926,2197.000
06:27.921,1740.500
06:27.921,2017.750
06:27.916,1797.750
06:27.916,1851.250
06:27.911,1856.750
06:27.911,1885.250
06:27.906,1881.250
06:27.906,1959.500
06:27.901,1882.750
06:27.901,1955.500
06:27.896,1866.250
06:27.896,2018.000
06:27.891,1850.000
06:27.891,2149.250
06:27.886,1841.250
06:27.886,2066.500
06:27.881,1845.250
06:27.881,1909.000
06:27.876,1843.750
06:27.876,1896.250
06:27.871,1796.500
06:27.871,1875.500
06:27.866,1771.250
06:27.866,1912.500
06:27.861,1835.500
06:27.861,1968.000
06:27.856,1869.500
06:27.856,1925.750
06:27.851,1862.500
06:27.851,1937.000
06:27.846,1832.750
06:27.846,2003.500
06:27.841,1851.750
06:27.841,2001.000
06:27.836,1870.000
06:27.836,1962.250
06:27.831,1862.000
06:27.831,1932.750
06:27.826,1870.750
06:27.826,1885.000
06:27.821,1846.250
06:27.821,1918.750
06:27.816,1808.250
06:27.816,2057.750
06:27.811,1846.750
06:27.811,1993.250
06:27.806,1885.250
06:27.806,1787.750
06:27.801,1854.500
06:27.801,1638.000
06:27.796,1806.750
06:27.796,1686.500
06:27.791,1820.500
06:27.791,1677.750
06:27.786,1882.750
06:27.786,1746.500
06:27.781,1900.500
06:27.781,1817.000
06:27.776,1853.500
06:27.776,1686.750
06:27.771,1826.750
06:27.771,1646.500
06:27.766,1837.250
06:27.766,1893.000
06:27.761,1793.750
06:27.761,2425.000
06:27.756,1824.750
06:27.756,3047.500
06:27.751,1828.250
06:27.751,3671.000
06:27.746,1834.250
06:27.746,3301.000
06:27.741,1809.250
06:27.741,2582.250
06:27.736,1793.750
06:27.736,2077.750
06:27.731,1828.000
06:27.731,1723.000
06:27.726,1850.750
06:27.726,1483.000
06:27.721,1856.250
06:27.721,1388.500
06:27.716,1844.500
06:27.716,1530.500
06:27.711,1818.000
06:27.711,1764.000
06:27.706,1824.500
06:27.706,1947.000
06:27.701,1839.500
06:27.701,2030.750
06:27.696,1873.000
06:27.696,2001.750
06:27.691,1882.000
06:27.691,1859.250
06:27.686,1920.500
06:27.686,1780.250
06:27.681,1981.500
06:27.681,1741.250
06:27.676,2024.250
06:27.676,1725.500
06:27.671,2071.500
06:27.671,1873.000
06:27.666,2060.750
06:27.666,1971.500
06:27.661,2035.750
06:27.661,1953.250
06:27.656,2043.000
06:27.656,1799.000
06:27.651,2019.500
06:27.651,1735.000
06:27.646,2004.750
06:27.646,1852.250
06:27.641,1987.500
06:27.641,1903.000
06:27.636,2029.000
06:27.636,1891.750
06:27.631,2028.750
06:27.631,1867.250
06:27.626,2041.250
06:27.626,1903.000
06:27.621,2007.750
06:27.621,2054.500
06:27.616,1989.500
06:27.616,2081.750
06:27.611,1977.750
06:27.611,2073.250
06:27.606,1989.250
06:27.606,1936.500
06:27.601,1971.500
06:27.601,1855.000
06:27.596,1939.250
06:27.596,2014.500
06:27.591,1940.750
06:27.591,2003.750
06:27.586,1970.500
06:27.586,2035.000
06:27.581,2004.250
06:27.576,2018.000
06:27.571,1998.250
06:18.079,1871.750
06:18.074,1883.750
06:18.069,1895.750
06:18.067,1753.500
06:18.064,1879.750
06:18.062,1781.750
06:18.059,1876.000
06:18.057,1837.000
06:18.054,1878.250
06:18.052,1864.250
06:18.049,1879.250
06:18.047,1859.000
06:18.044,1865.500
06:18.042,1864.250
06:18.039,1863.500
06:18.037,1849.000
06:18.034,1855.000
06:18.032,1820.500
06:18.029,1835.250
06:18.027,1780.000
06:18.024,1820.500
06:18.022,1771.750
06:18.019,1838.000
06:18.017,1769.500
06:18.014,1875.500
06:18.012,1794.500
06:18.009,1940.000
06:18.007,1825.750
06:18.004,1972.000
06:18.002,1867.500
06:17.999,1974.500
06:17.997,1906.750
06:17.994,1967.250
06:17.992,1899.250
06:17.989,1971.500
06:17.987,1880.000
06:17.984,2024.000
06:17.982,1914.000
06:17.979,2087.000
06:17.977,1987.250
06:17.974,2109.000
06:17.972,2064.000
06:17.969,2083.500
06:17.967,2083.250
06:17.964,2053.000
06:17.962,2072.750
06:17.959,2048.000
06:17.957,2009.500
06:17.954,2050.750
06:17.952,1930.750
06:17.949,2050.750
06:17.947,1888.000
06:17.944,2053.500
06:17.942,1870.750
06:17.939,2024.750
06:17.937,1854.250
06:17.934,2008.750
06:17.932,1872.750
06:17.929,1997.750
06:17.927,1900.000
06:17.924,2027.500
06:17.922,1904.000
06:17.919,2052.250
06:17.917,1909.500
06:17.914,1995.250
06:17.912,1919.500
06:17.909,1975.250
06:17.907,1887.000
06:17.904,1990.750
06:17.902,1804.750
06:17.899,1998.500
06:17.897,1785.000
06:17.894,1977.500
06:17.892,1813.750
06:17.889,1971.750
06:17.887,1860.250
06:17.884,1970.000
06:17.882,1856.750
06:17.879,1938.500
06:17.877,1848.000
06:17.874,1911.000
06:17.872,1845.750
06:17.869,1920.500
06:17.867,1795.000
06:17.864,1947.500
06:17.862,1810.000
06:17.859,1954.500
06:17.857,1869.750
06:17.854,1963.000
06:17.852,1899.500
06:17.849,1972.250
06:17.847,1859.500
06:17.844,1927.750
06:17.842,1810.000
06:17.839,1888.750
06:17.837,1833.500
06:17.834,1881.750
06:17.832,1793.750
06:17.829,1910.500
06:17.827,1786.000
06:17.824,1926.000
06:17.822,1821.500
06:17.819,1917.250
06:17.817,1861.500
06:17.814,1898.750
06:17.812,1895.000
06:17.809,1862.750
06:17.807,1882.000
06:17.804,1895.750
06:17.802,1815.000
06:17.799,1908.500
06:17.797,1802.250
06:17.794,1892.000
06:17.792,1832.000
06:17.789,1878.500
06:17.787,1839.250
06:17.784,1876.750
06:17.782,1803.500
06:17.779,1894.000
06:17.777,1759.250
06:17.774,1871.500
06:17.772,1777.500
06:17.769,1843.250
06:17.767,1806.500
06:17.764,1840.500
06:17.762,1830.500
06:17.759,1841.750
06:17.757,1839.500
06:17.754,1807.500
06:17.752,1856.500
06:17.749,1751.000
06:17.747,1843.500
06:17.744,1712.750
06:17.742,1831.500
06:17.739,1692.250
06:17.737,1805.500
06:17.734,1652.500
06:17.732,1799.500
06:17.729,1577.750
06:17.727,1802.000
06:17.724,1675.250
06:17.722,1787.750
06:17.719,1964.750
06:17.717,1784.250
06:17.714,2392.000
06:17.712,1812.250
06:17.709,2985.250
06:17.707,1824.250
06:17.704,3503.250
06:17.702,1827.000
06:17.699,3408.500
06:17.697,1838.750
06:17.694,2651.000
06:17.692,1843.250
06:17.689,2034.500
06:17.687,1852.500
06:17.684,1656.250
06:17.682,1819.250
06:17.679,1499.250
06:17.677,1758.500
06:17.674,1525.750
06:17.672,1807.500
06:17.669,1673.000
06:17.667,1856.000
06:17.664,1818.500
06:17.662,1894.750
06:17.659,1851.250
06:17.657,1889.500
06:17.654,1849.250
06:17.652,1837.500
06:17.649,1853.500
06:17.647,1852.500
06:17.644,1866.000
06:17.642,1916.000
06:17.639,1843.750
06:17.637,1936.500
06:17.634,1830.750
06:17.632,1962.000
06:17.629,1833.250
06:17.627,2008.500
06:17.624,1840.250
06:17.622,2086.250
06:17.619,1855.500
06:17.617,2037.250
06:17.614,1862.250
06:17.612,1978.000
06:17.609,1846.500
06:17.607,1978.000
06:17.604,1821.750
06:17.602,1956.500
06:17.599,1804.000
06:17.597,1951.250
06:17.594,1797.000
06:17.592,1929.000
06:17.589,1844.750
06:17.587,1937.750
06:17.584,1903.750
06:17.582,1956.500
06:17.577,1978.250
06:17.572,2001.000
06:08.078,1170.500
06:08.073,1161.500
06:08.068,1199.500
06:08.067,1809.250
06:08.063,1406.750
06:08.062,1778.750
06:08.058,1575.750
06:08.057,1718.500
06:08.053,1673.000
06:08.052,1680.500
06:08.048,1978.250
06:08.047,1708.250
06:08.043,2527.500
06:08.042,1691.000
06:08.038,2789.750
06:08.037,1613.000
06:08.033,2454.500
06:08.031,1615.250
06:08.028,1927.750
06:08.026,1891.000
06:08.023,1468.750
06:08.021,2336.250
06:08.018,1207.750
06:08.016,2971.750
06:08.013,1134.750
06:08.011,3470.750
06:08.008,1199.250
06:08.006,3221.500
06:08.003,1343.000
06:08.001,2445.000
06:07.998,1402.250
06:07.996,1835.000
06:07.993,1410.500
06:07.991,1495.250
06:07.988,1401.250
06:07.986,1418.500
06:07.983,1394.500
06:07.981,1524.250
06:07.978,1388.750
06:07.976,1702.000
06:07.973,1393.750
06:07.971,1793.250
06:07.968,1399.250
06:07.966,1822.250
06:07.963,1417.500
06:07.961,1825.000
06:07.958,1416.750
06:07.956,1822.500
06:07.953,1391.000
06:07.951,1793.250
06:07.948,1419.750
06:07.946,1801.000
06:07.943,1400.000
06:07.941,1798.250
06:07.938,1358.750
06:07.936,1790.250
06:07.933,1363.250
06:07.931,1808.000
06:07.928,1384.000
06:07.926,1804.500
06:07.923,1435.250
06:07.921,1813.750
06:07.918,1470.250
06:07.916,1798.500
06:07.913,1489.000
06:07.911,1787.250
06:07.908,1491.000
06:07.906,1808.500
06:07.903,1490.500
06:07.901,1812.250
06:07.898,1542.500
06:07.896,1845.500
06:07.893,1619.250
06:07.891,1862.500
06:07.888,1687.750
06:07.886,1873.000
06:07.883,1725.500
06:07.881,1897.000
06:07.878,1748.750
06:07.876,1921.250
06:07.873,1721.750
06:07.871,1945.750
06:07.868,1689.500
06:07.866,2001.750
06:07.863,1697.500
06:07.861,2036.000
06:07.858,1739.500
06:07.856,2013.750
06:07.853,1754.000
06:07.851,1986.750
06:07.848,1750.000
06:07.846,1955.750
06:07.843,1766.750
06:07.841,1925.750
06:07.838,1765.000
06:07.836,1915.750
06:07.833,1765.500
06:07.831,1891.750
06:07.828,1780.750
06:07.826,1880.500
06:07.823,1794.250
06:07.821,1866.500
06:07.818,1828.500
06:07.816,1840.500
06:07.813,1864.000
06:07.811,1839.000
06:07.808,1876.250
06:07.806,1845.250
06:07.803,1857.500
06:07.801,1841.500
06:07.798,1875.250
06:07.796,1824.750
06:07.793,1901.000
06:07.791,1824.250
06:07.788,1925.250
06:07.786,1818.000
06:07.783,1917.250
06:07.781,1835.000
06:07.778,1906.500
06:07.776,1827.000
06:07.773,1894.250
06:07.771,1834.250
06:07.768,1951.750
06:07.766,1828.750
06:07.763,2004.000
06:07.761,1831.000
06:07.758,2035.500
06:07.756,1817.250
06:07.753,2027.000
06:07.751,1826.000
06:07.748,2044.500
06:07.746,1825.250
06:07.743,2035.500
06:07.741,1826.000
06:07.738,2001.750
06:07.736,1833.750
06:07.733,2013.500
06:07.731,1842.000
06:07.728,2040.250
06:07.726,1842.000
06:07.723,2103.500
06:07.721,1835.000
06:07.718,2159.750
06:07.716,1836.250
06:07.713,2164.000
06:07.711,1837.000
06:07.708,2128.000
06:07.706,1839.750
06:07.703,2143.750
06:07.701,1835.750
06:07.698,2213.750
06:07.696,1833.250
06:07.693,2277.250
06:07.691,1844.000
06:07.688,2308.000
06:07.686,1846.500
06:07.683,2338.750
06:07.681,1834.000
06:07.678,2346.250
06:07.676,1823.250
06:07.673,2341.250
06:07.671,1834.750
06:07.668,2392.000
06:07.666,1832.500
06:07.663,2442.500
06:07.661,1821.250
06:07.658,2485.750
06:07.656,1815.500
06:07.653,2510.000
06:07.651,1809.500
06:07.648,2507.250
06:07.646,1819.000
06:07.643,2516.500
06:07.641,1798.500
06:07.638,2511.000
06:07.636,1790.000
06:07.633,2507.500
06:07.631,1775.000
06:07.628,2520.500
06:07.626,1799.500
06:07.623,2546.000
06:07.621,1797.250
06:07.618,2553.750
06:07.616,1791.500
06:07.613,2546.750
06:07.611,1787.250
06:07.608,2527.000
06:07.606,1798.250
06:07.603,2526.750
06:07.601,1808.250
06:07.598,2532.500
06:07.596,1824.500
06:07.593,2550.250
06:07.591,1837.250
06:07.588,2576.500
06:07.586,1853.250
06:07.583,2564.250
06:07.581,1864.500
06:07.576,1882.750
06:07.571,1908.500
05:58.078,1806.000
05:58.073,1810.500
05:58.068,1807.500
05:58.066,1847.500
05:58.063,1785.500
05:58.061,1846.500
05:58.058,1796.000
05:58.056,1851.250
05:58.053,1812.250
05:58.051,1855.500
05:58.048,1831.750
05:58.046,1838.000
05:58.043,1805.750
05:58.041,1857.500
05:58.038,1788.750
05:58.036,1845.500
05:58.033,1790.750
05:58.031,1840.500
05:58.028,1826.500
05:58.026,1841.000
05:58.023,1847.000
05:58.021,1845.500
05:58.018,1849.250
05:58.016,1833.500
05:58.013,1861.250
05:58.011,1817.250
05:58.008,1901.250
05:58.006,1834.000
05:58.003,1942.000
05:58.001,1833.000
05:57.998,1986.000
05:57.996,1837.000
05:57.993,2031.000
05:57.991,1821.000
05:57.988,2032.750
05:57.986,1819.750
05:57.983,2008.000
05:57.981,1823.500
05:57.978,1957.250
05:57.976,1828.500
05:57.973,1920.000
05:57.971,1842.750
05:57.968,1905.500
05:57.966,1838.750
05:57.963,1901.500
05:57.961,1839.000
05:57.958,1872.000
05:57.956,1832.500
05:57.953,1853.000
05:57.951,1825.250
05:57.948,1843.500
05:57.946,1817.250
05:57.943,1842.250
05:57.941,1831.000
05:57.938,1843.250
05:57.936,1838.000
05:57.933,1850.250
05:57.931,1834.750
05:57.928,1856.500
05:57.926,1841.500
05:57.923,1830.250
05:57.921,1848.000
05:57.918,1828.750
05:57.916,1836.750
05:57.913,1817.500
05:57.911,1819.500
05:57.908,1818.250
05:57.906,1818.250
05:57.903,1829.250
05:57.901,1829.500
05:57.898,1842.500
05:57.896,1819.500
05:57.893,1833.750
05:57.891,1815.000
05:57.888,1835.250
05:57.886,1816.500
05:57.883,1828.250
05:57.881,1815.750
05:57.878,1815.500
05:57.876,1816.500
05:57.873,1826.000
05:57.871,1812.250
05:57.868,1834.750
05:57.866,1820.250
05:57.863,1827.000
05:57.861,1815.750
05:57.858,1803.500
05:57.856,1834.750
05:57.853,1807.000
05:57.851,1832.000
05:57.848,1815.250
05:57.846,1840.750
05:57.843,1831.250
05:57.841,1868.500
05:57.838,1820.750
05:57.836,1875.000
05:57.833,1821.250
05:57.831,1882.500
05:57.828,1833.000
05:57.826,1899.250
05:57.823,1823.000
05:57.821,1929.500
05:57.818,1831.750
05:57.816,1944.250
05:57.813,1852.500
05:57.811,1968.250
05:57.808,1845.750
05:57.806,1981.000
05:57.803,1844.250
05:57.801,1968.250
05:57.798,1835.750
05:57.796,1955.500
05:57.793,1836.250
05:57.791,1951.000
05:57.788,1837.750
05:57.786,1955.500
05:57.783,1828.750
05:57.781,1960.750
05:57.778,1825.750
05:57.776,1937.500
05:57.773,1827.000
05:57.771,1938.750
05:57.768,1835.500
05:57.766,1927.500
05:57.763,1830.000
05:57.761,1936.500
05:57.758,1828.750
05:57.756,1942.250
05:57.753,1830.250
05:57.751,1930.000
05:57.748,1826.750
05:57.746,1929.500
05:57.743,1830.250
05:57.741,1918.000
05:57.738,1810.750
05:57.736,1909.250
05:57.733,1803.250
05:57.731,1917.500
05:57.728,1809.000
05:57.726,1905.750
05:57.723,1787.750
05:57.721,1898.000
05:57.718,1778.750
05:57.716,1893.750
05:57.713,1798.000
05:57.711,1878.500
05:57.708,1800.250
05:57.706,1869.750
05:57.703,1809.500
05:57.701,1869.250
05:57.698,1806.250
05:57.696,1870.500
05:57.693,1812.250
05:57.691,1864.750
05:57.688,1807.500
05:57.686,1860.750
05:57.683,1807.500
05:57.681,1868.250
05:57.678,1832.250
05:57.676,1861.250
05:57.673,1869.750
05:57.671,1851.750
05:57.668,1922.250
05:57.666,1832.500
05:57.663,1942.000
05:57.661,1835.750
05:57.658,1938.500
05:57.656,1855.250
05:57.653,1949.750
05:57.651,1838.750
05:57.648,1961.000
05:57.646,1830.750
05:57.643,1987.500
05:57.641,1830.000
05:57.638,2010.250
05:57.636,1808.250
05:57.633,2017.750
05:57.631,1813.250
05:57.628,2032.750
05:57.626,1818.500
05:57.623,2026.250
05:57.621,1815.250
05:57.618,2011.750
05:57.616,1813.250
05:57.613,2017.000
05:57.611,1805.000
05:57.608,2006.250
05:57.606,1795.500
05:57.603,2004.750
05:57.601,1754.750
05:57.598,2011.000
05:57.596,1716.750
05:57.593,2015.750
05:57.591,1669.750
05:57.588,2006.000
05:57.586,1687.250
05:57.583,1990.500
05:57.581,1699.500
05:57.576,1643.750
05:57.571,1592.750
05:48.076,1724.500
05:48.071,1741.250
05:48.066,1822.000
05:48.065,1998.000
05:48.061,1797.000
05:48.060,1967.250
05:48.056,1786.750
05:48.055,1915.750
05:48.051,1794.500
05:48.050,1886.750
05:48.046,1803.500
05:48.045,1898.000
05:48.041,1869.000
05:48.040,1920.250
05:48.036,1739.500
05:48.035,1934.000
05:48.031,1645.250
05:48.030,1979.750
05:48.026,1787.250
05:48.025,1960.000
05:48.021,1846.000
05:48.020,1847.250
05:48.016,1829.750
05:48.015,1763.000
05:48.011,1773.750
05:48.010,1801.500
05:48.006,1748.000
05:48.005,1820.000
05:48.001,1801.000
05:48.000,1795.000
05:47.996,1868.500
05:47.995,1797.250
05:47.991,1912.000
05:47.990,1831.250
05:47.986,1898.500
05:47.985,1860.500
05:47.981,1862.500
05:47.980,1859.000
05:47.976,1832.500
05:47.975,1852.250
05:47.971,1824.000
05:47.970,1854.250
05:47.966,1817.250
05:47.965,1867.500
05:47.961,1795.750
05:47.960,1876.750
05:47.956,1797.250
05:47.955,1866.500
05:47.951,1832.000
05:47.950,1863.500
05:47.946,1847.750
05:47.945,1796.250
05:47.941,1874.250
05:47.940,1736.000
05:47.936,1847.000
05:47.935,1742.750
05:47.931,1854.250
05:47.930,1775.750
05:47.926,1867.750
05:47.925,1772.000
05:47.921,1855.500
05:47.920,1733.000
05:47.916,1826.000
05:47.915,1682.750
05:47.911,1814.000
05:47.910,1635.750
05:47.906,1846.750
05:47.905,1608.000
05:47.901,1879.750
05:47.900,1614.000
05:47.896,1871.250
05:47.895,1590.500
05:47.891,1864.500
05:47.890,1577.000
05:47.886,1862.500
05:47.885,1788.500
05:47.881,1832.250
05:47.880,2006.500
05:47.876,1815.000
05:47.875,2336.500
05:47.871,1809.500
05:47.870,2821.250
05:47.866,1825.750
05:47.865,3225.500
05:47.861,1828.500
05:47.860,2938.750
05:47.856,1813.000
05:47.855,2290.750
05:47.851,1796.500
05:47.850,1790.750
05:47.846,1780.000
05:47.845,1508.500
05:47.841,1774.000
05:47.840,1419.750
05:47.836,1797.000
05:47.835,1528.750
05:47.831,1816.000
